id,district,street,house_number,metro_station,metro_distance_min,area_m2,living_area_m2,kitchen_area_m2,rooms,floor,total_floors,house_type,wall_material,year_built,repair,balcony,ceiling_height_m,bathroom_type,has_elevator,has_parking,has_furniture,heating_type,window_view,security,deal_type,seller_type,price_rub,price_per_m2,listing_date
2325,Центральный,Лесная,102,Проспект Мира,29,153.1,112.3,19.7,4,21,22,Монолитно-кирпичный,Газобетон,1998,Косметический,Балкон,3.2,2 санузла,Нет,Да,Нет,Центральное,На улицу,Нет,Аренда,Застройщик,43964961,287165,2025-06-04
2326,Кировский,Молодежная,77,Площадь Ленина,8,30.9,22.0,19.8,3,5,17,Деревянный,Кирпич,2005,Евроремонт,Балкон,3.22,Раздельный,Да,Нет,Да,Центральное,На улицу,Нет,Аренда,Агентство,7547232,244247,2025-08-07
2327,Западный,Гагарина,58,Северная,42,50.2,31.6,14.7,5,4,6,Деревянный,Дерево,2014,Евроремонт,2 лоджии,3.16,2 санузла,Да,Да,Нет,Центральное,На улицу,Нет,Аренда,Агентство,13966493,278217,2026-05-11
2328,Фрунзенский,Ленина,101,Северная,38,56.6,32.8,18.9,1,20,22,Монолитный,Панель,2026,Косметический,Балкон + лоджия,2.85,Раздельный,Да,Да,Нет,Электрическое,На парк,Да,Продажа,Агентство,15626411,276085,2025-06-08
2329,Ленинский,Мира,184,Университет,11,118.7,76.6,6.3,1,1,12,Панельный,Газобетон,2022,Косметический,Лоджия,3.27,2 санузла,Да,Нет,Да,Автономное,На реку,Да,Продажа,Собственник,25003086,210641,2025-10-01
2330,Центральный,Садовая,161,Парк Культуры,34,109.0,60.9,18.4,1,3,17,Панельный,Панель,2022,Без ремонта,Балкон,3.31,2 санузла,Да,Нет,Да,Центральное,Смешанный,Нет,Аренда,Застройщик,11778540,108060,2025-08-11
2331,Советский,Советская,82,Автозаводская,8,78.3,47.0,19.7,2,17,18,Блочный,Монолит,2001,Евроремонт,Нет,2.85,Совмещенный,Да,Нет,Да,Центральное,На реку,Да,Продажа,Собственник,14869170,189900,2025-08-24
2332,Кировский,Мира,12,Северная,25,60.4,40.4,8.8,3,12,27,Монолитно-кирпичный,Газобетон,1984,Требует капремонта,Балкон + лоджия,3.36,Совмещенный,Да,Нет,Да,Газовое,Во двор,Нет,Продажа,Собственник,7152568,118420,2025-06-25
2333,Фрунзенский,Кирова,56,Юбилейная,30,37.2,27.1,18.9,4,28,29,Монолитный,Дерево,2004,Требует капремонта,Балкон + лоджия,3.02,2 санузла,Да,Да,Нет,Автономное,На парк,Да,Продажа,Агентство,8849768,237897,2026-01-05
2334,Восточный,Садовая,147,Спортивная,4,100.1,62.8,9.1,6,5,12,Панельный,Дерево,1974,Дизайнерский,2 лоджии,3.03,Раздельный,Нет,Нет,Да,Газовое,На реку,Нет,Продажа,Агентство,31148717,311176,2026-03-31
2335,Фрунзенский,Мира,20,Университет,41,155.3,109.3,19.5,5,2,25,Деревянный,Кирпич,1964,Требует капремонта,Балкон,3.14,Совмещенный,Да,Нет,Да,Электрическое,Смешанный,Да,Продажа,Агентство,29777843,191744,2025-03-09
2336,Южный,Мира,96,Проспект Мира,27,129.4,90.1,21.2,4,1,8,Кирпичный,Газобетон,1958,Без ремонта,Балкон + лоджия,2.76,2 санузла,Нет,Да,Нет,Газовое,На реку,Да,Продажа,Собственник,16284860,125849,2025-10-29
2337,Восточный,Университетская,133,Южная,19,68.7,49.5,17.3,4,5,11,Монолитно-кирпичный,Монолит,2010,Требует капремонта,Лоджия,3.2,2 санузла,Да,Да,Да,Автономное,На улицу,Да,Продажа,Застройщик,7371097,107294,2026-03-08
2338,Северный,Университетская,21,Проспект Мира,39,112.2,63.5,11.7,5,6,13,Панельный,Кирпич,1998,Требует капремонта,2 лоджии,2.73,2 санузла,Да,Да,Нет,Электрическое,На реку,Нет,Аренда,Застройщик,8792889,78368,2025-02-09
2339,Северный,Ленина,191,Заречная,27,143.5,80.1,15.2,2,3,4,Кирпичный,Газобетон,1979,Без ремонта,Балкон + лоджия,3.0,Совмещенный,Нет,Нет,Да,Газовое,Во двор,Нет,Продажа,Застройщик,36918388,257271,2025-07-05
2340,Фрунзенский,Ленина,34,Южная,11,110.7,64.0,14.0,1,24,24,Кирпичный,Кирпич,2007,Евроремонт,Балкон + лоджия,2.99,Раздельный,Нет,Нет,Нет,Электрическое,На парк,Нет,Продажа,Агентство,27532307,248711,2026-01-15
2341,Ленинский,Университетская,113,Заречная,30,27.6,15.4,21.5,2,6,21,Монолитный,Дерево,1995,Без ремонта,Нет,2.52,2 санузла,Нет,Да,Нет,Электрическое,На реку,Нет,Продажа,Застройщик,8256595,299152,2026-07-13
2342,Северный,Мира,94,Автозаводская,17,111.1,64.3,14.6,5,7,8,Блочный,Монолит,1987,Евроремонт,Лоджия,2.56,2 санузла,Да,Нет,Нет,Центральное,На улицу,Да,Продажа,Собственник,12682509,114154,2026-07-06
2343,Западный,Молодежная,86,Университет,25,130.2,75.2,15.0,6,16,21,Деревянный,Кирпич,1994,Дизайнерский,Балкон + лоджия,3.27,Раздельный,Нет,Нет,Нет,Автономное,На улицу,Да,Аренда,Агентство,9518791,73109,2025-08-01
2344,Южный,Университетская,102,Южная,44,105.9,77.8,11.5,3,4,7,Деревянный,Газобетон,1958,Евроремонт,2 лоджии,3.09,Раздельный,Нет,Да,Нет,Центральное,На улицу,Да,Продажа,Собственник,9584691,90507,2026-01-25
2345,Московский,Лесная,165,Проспект Мира,43,35.5,20.7,9.2,4,12,22,Монолитный,Монолит,2000,Косметический,Балкон,2.75,Совмещенный,Нет,Да,Да,Газовое,На улицу,Нет,Аренда,Собственник,7092722,199795,2026-04-25
2346,Кировский,Молодежная,172,Южная,44,129.8,74.7,18.8,5,17,30,Панельный,Кирпич,1965,Дизайнерский,Балкон,2.77,2 санузла,Нет,Нет,Нет,Центральное,Смешанный,Нет,Продажа,Застройщик,28336638,218310,2025-11-22
2347,Фрунзенский,Кирова,120,Автозаводская,37,84.6,54.2,21.0,1,11,13,Монолитный,Панель,2012,Без ремонта,Балкон + лоджия,2.84,Совмещенный,Да,Нет,Нет,Центральное,На реку,Нет,Аренда,Собственник,13493700,159500,2025-08-13
2348,Восточный,Молодежная,1,Парк Культуры,26,152.5,92.8,11.9,1,11,29,Монолитно-кирпичный,Монолит,1963,Косметический,Балкон + лоджия,2.67,2 санузла,Да,Нет,Да,Газовое,Смешанный,Да,Продажа,Застройщик,43467990,285036,2026-02-23
2349,Фрунзенский,Строителей,114,Автозаводская,29,82.1,49.3,18.0,3,11,14,Панельный,Газобетон,1995,Без ремонта,Лоджия,2.92,Раздельный,Да,Нет,Да,Электрическое,На улицу,Да,Аренда,Агентство,16529931,201339,2025-02-03
2350,Кировский,Мира,64,Северная,4,85.6,48.0,8.4,1,25,29,Блочный,Дерево,1979,Требует капремонта,Балкон,2.84,Совмещенный,Да,Нет,Да,Газовое,Смешанный,Нет,Продажа,Собственник,10940621,127811,2026-06-11
2351,Южный,Университетская,197,Юбилейная,14,92.6,61.5,17.9,5,3,19,Блочный,Монолит,2009,Косметический,Балкон + лоджия,2.78,Совмещенный,Нет,Нет,Да,Газовое,На парк,Нет,Аренда,Агентство,15584394,168298,2025-09-26
2352,Приморский,Ленина,90,Спортивная,33,154.8,99.2,15.2,6,8,19,Блочный,Монолит,2009,Требует капремонта,Лоджия,2.84,Раздельный,Нет,Да,Да,Центральное,На реку,Нет,Аренда,Застройщик,37289926,240891,2025-10-15
2353,Южный,Садовая,165,Парк Культуры,28,73.6,44.3,11.2,5,16,16,Монолитный,Дерево,1987,Дизайнерский,Балкон + лоджия,3.29,Раздельный,Да,Нет,Нет,Газовое,Во двор,Нет,Аренда,Агентство,23165158,314744,2026-04-19
2354,Московский,Ленина,4,Площадь Ленина,36,37.7,24.3,16.8,1,26,27,Монолитно-кирпичный,Кирпич,2021,Дизайнерский,Балкон,3.33,2 санузла,Нет,Нет,Да,Центральное,На реку,Да,Продажа,Застройщик,11496388,304944,2025-05-04
2355,Южный,Кирова,168,Университет,45,48.4,32.8,7.5,4,15,20,Кирпичный,Кирпич,1996,Требует капремонта,2 лоджии,3.38,Совмещенный,Нет,Да,Да,Автономное,Смешанный,Нет,Аренда,Агентство,6459899,133469,2026-01-24
2356,Октябрьский,Ленина,188,Проспект Мира,1,145.4,80.8,5.6,5,9,11,Блочный,Панель,1958,Дизайнерский,Балкон,3.02,Совмещенный,Да,Нет,Да,Газовое,На улицу,Нет,Аренда,Застройщик,27999387,192568,2025-03-08
